Eastern distributor northbound,"-33.91176,151.21283",0.0,04:00,77,77
Eastern distributor northbound,"-33.90156,151.21484",0.0,04:00,7,7
Eastern distributor northbound,"-33.89189,151.21683",0.0,04:00,71,71
Eastern distributor northbound,"-33.88284,151.2172",0.0,04:00,71,71
Eastern distributor northbound,"-33.87574,151.21744",0.0,04:00,68,68
Eastern distributor northbound,"-33.87096,151.21811",0.0,04:00,68,68
Eastern distributor northbound,"-33.86693,151.2159",0.0,04:00,68,68
western Distributor Eastbound,"-33.8716,151.19324",0.0,04:00,60,60
western Distributor Eastbound,"-33.87487,151.19688",0.0,04:00,58,58
western Distributor Eastbound,"-33.87298,151.20221",0.0,04:00,59,59
western Distributor Eastbound,"-33.8682,151.20282",0.0,04:00,66,66
western Distributor Eastbound,"-33.8623,151.20497",0.0,04:00,66,66
western Distributor Westbound,"-33.86038,151.20601",0.0,04:00,64,64
western Distributor Westbound,"-33.86396,151.20436",0.0,04:00,64,64
western Distributor Westbound,"-33.8704,151.20326",0.0,04:00,62,62
western Distributor Westbound,"-33.87274,151.2033",0.0,04:00,62,62
western Distributor Westbound,"-33.87435,151.20108",0.0,04:00,60,60
western Distributor Westbound,"-33.87505,151.19639",0.0,04:00,58,58
western Distributor Westbound,"-33.87162,151.19295",0.0,04:00,58,58
Cahill Expressway Northbound,"-33.86161,151.21329",0.0,04:00,43,43
Cahill Expressway Northbound,"-33.8633,151.21326",0.0,04:00,43,43
Cahill Expressway Northbound,"-33.86155,151.21224",0.0,04:00,61,61
Cahill Expressway Northbound,"-33.86094,151.20603",0.0,04:00,60,60
Cahill Expressway Northbound,"-33.86024,151.20454",0.0,04:00,61,61
Cahill Expressway Northbound,"-33.86102,151.20515",0.0,04:00,61,61
Cahill Expressway southbound,"-33.84246,151.21116",0.0,04:00,59,59
Cahill Expressway southbound,"-33.84923,151.2126",0.0,04:00,59,59
Cahill Expressway southbound,"-33.85581,151.20858",0.0,04:00,59,59
Cahill Expressway southbound,"-33.86078,151.20649",0.0,04:00,59,59
Cahill Expressway southbound,"-33.86159,151.21311",0.0,04:00,59,59
City road southbound,"-33.88793,151.1929",0.0,04:00,40,40
City road nortbound,"-33.89009,151.18956",0.0,04:00,40,40
City road nortbound,"-33.88534,151.19436",0.0,04:00,28,28
Brisbane Water Drive Northbound,"-33.47617,151.32398",0.0,04:00,62,62
Brisbane Water Drive Northbound,"-33.4714,151.32045",0.0,04:00,62,62
Brisbane Water Drive Northbound,"-33.46413,151.31736",0.0,04:00,60,60
Brisbane Water Drive Northbound,"-33.45959,151.31325",0.0,04:00,60,60
Brisbane Water Drive Northbound,"-33.45029,151.3209",0.0,04:00,62,62
Brisbane Water Drive Northbound,"-33.44892,151.32664",0.0,04:00,62,62
Brisbane Water Drive Northbound,"-33.44818,151.32667",0.0,04:00,56,56
Brisbane Water Drive Northbound,"-33.44259,151.32917",0.0,04:00,55,55
Brisbane Water Drive Northbound,"-33.439,151.32764",0.0,04:00,56,56
Brisbane Water Drive Northbound,"-33.43709,151.32171",0.0,04:00,56,56
Brisbane Water Drive Northbound,"-33.43362,151.31611",0.0,04:00,46,46
Brisbane Water Drive Northbound,"-33.43002,151.31642",0.0,04:00,46,46
Brisbane Water Drive Southbound,"-33.42872,151.31688",0.0,04:00,55,55
Brisbane Water Drive Southbound,"-33.4332,151.31599",0.0,04:00,55,55
Brisbane Water Drive Southbound,"-33.43678,151.32096",0.0,04:00,46,46
Brisbane Water Drive Southbound,"-33.43889,151.32752",0.0,04:00,56,56
Brisbane Water Drive Southbound,"-33.44178,151.32935",0.0,04:00,55,55
Brisbane Water Drive Southbound,"-33.44829,151.32679",0.0,04:00,55,55
Brisbane Water Drive Southbound,"-33.45008,151.32285",0.0,04:00,62,62
